college_name,city,district,state,country,college_type,ownership,established_year,official_website,official_admission_url,ug_fee_inr,pg_fee_inr,Rating,Academic,Faculty,Infrastructure,Accommodation,Placement,Social_Life,nirf_2025_rank,College_Name,State,UG_fee,PG_fee,nirf_2025_ss,nirf_2025_fsr,nirf_2025_fqe,nirf_2025_fru,nirf_2025_pu,nirf_2025_qp,nirf_2025_ipr,nirf_2025_fppp,nirf_2025_gph,nirf_2025_gue,nirf_2025_ms,nirf_2025_gphd,affiliation,autonomous_status,naac_grade,accreditation,official_contact_email,official_phone,address,maps_url,campus_area_acres,hostel_available,hostel_fee_inr,library_available,labs_available,sports_facilities,clubs_societies,average_package_lpa,highest_package_lpa,median_package_lpa,placement_rate_percent,placement_year,recruiter_count,top_recruiters,internship_info,placement_source_url,placement_source_year,review_score_5,review_count,review_source,review_source_url,review_year,courses,popular_branches,degree_types,course_duration,entrance_exams,eligibility,cutoff_info,admission_process,application_url,fees_source_url,fees_source_year,college_description,pros,cons,collegeiq_score,data_last_verified,existing_dataset_source,nirf_source,data_status,online_verification_status,online_verification_note
Baddi University of Emerging Sciences and Technologies,,,Himachal pradesh,India,,,,,,135636,135125,7.1,6.7,7.2,7.3,6.9,7.0,7.7,,Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,"1,35,636","1,35,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Maharishi Markandeshwar,,,Himachal pradesh,India,,,,,,148500,113500,8.6,9.0,8.9,8.2,8.2,8.4,8.9,,Maharishi Markandeshwar ,Himachal pradesh,"1,48,500","1,13,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Arni University, Kangra",,,Himachal pradesh,India,,,,,,105000,85000,8.0,8.2,8.1,8.4,7.4,7.7,8.4,,"Arni University, Kangra ",Himachal pradesh,"1,05,000","85,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bahra University,,,Himachal pradesh,India,,,,,,120150,80000,7.6,7.8,8.0,7.7,7.5,7.0,7.6,,Bahra University ,Himachal pradesh,"1,20,150","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Eternal University,,,Himachal pradesh,India,,,,,,118000,73000,7.5,7.4,7.8,8.2,7.1,7.1,7.4,,Eternal University ,Himachal pradesh,"1,18,000","73,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Abhilashi University,,,Himachal pradesh,India,,,,,,90000,,8.4,8.9,8.4,8.6,8.3,8.1,8.1,,Abhilashi University ,Himachal pradesh,"90,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
IEC University Baddi,,,Himachal pradesh,India,,,,,,118600,88600,7.6,7.5,7.4,7.7,7.5,8.0,7.5,,IEC University Baddi ,Himachal pradesh,"1,18,600","88,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"University Institute of Information Technology, Himachal Pradesh",,,Himachal pradesh,India,,,,,,122010,,7.1,7.9,7.0,7.2,5.3,7.5,7.9,,"University Institute of Information Technology, Himachal Pradesh ",Himachal pradesh,"1,22,010",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Career Point University,,,Himachal pradesh,India,,,,,,105000,83000,7.5,7.5,7.0,7.6,7.4,6.6,8.6,,Career Point University ,Himachal pradesh,"1,05,000","83,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sri Sai University,,,Himachal pradesh,India,,,,,,90000,60000,7.4,7.3,8.2,7.7,6.3,6.8,8.0,,Sri Sai University ,Himachal pradesh,"90,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Green Hills Engineering College, Solan",,,Himachal pradesh,India,,,,,,80700,94700,6.0,6.7,6.3,7.2,4.8,4.4,6.6,,"Green Hills Engineering College, Solan ",Himachal pradesh,"80,700","94,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Rajiv Gandhi govt. Engineering college -[RGGEC], Kangra",,,Himachal pradesh,India,,,,,,61070,,7.5,7.8,7.6,8.4,7.4,5.6,7.9,,"Rajiv Gandhi govt. Engineering college -[RGGEC], Kangra ",Himachal pradesh,"61,070",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indus International University,,,Himachal pradesh,India,,,,,,120000,120000,6.8,8.0,7.0,6.0,7.0,7.0,6.0,,Indus International University ,Himachal pradesh,"1,20,000","1,20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jawaharlal Nehru Government Engineering College,,,Himachal pradesh,India,,,,,,55000,,6.6,7.4,7.5,6.5,5.4,5.5,7.5,,Jawaharlal Nehru Government Engineering College ,Himachal pradesh,"55,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Maharaja Agrasen University,,,Himachal pradesh,India,,,,,,119000,115000,7.5,7.7,7.6,8.7,7.5,7.0,6.2,,Maharaja Agrasen University ,Himachal pradesh,"1,19,000","1,15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"ICFAI University, Baddi",,,Himachal pradesh,India,,,,,,95000,,8.0,9.0,8.0,8.0,7.0,8.0,8.0,,"ICFAI University, Baddi ",Himachal pradesh,"95,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Himachal Institute of Engineering and Technology,,,Himachal pradesh,India,,,,,,73000,46000,7.5,8.7,7.8,7.4,6.2,6.6,8.0,,Himachal Institute of Engineering and Technology ,Himachal pradesh,"73,000","46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"LR Institute of Engineering and Technology, Solan",,,Himachal pradesh,India,,,,,,296000,,6.4,6.5,6.5,7.5,6.5,5.0,6.5,,"LR Institute of Engineering and Technology, Solan ",Himachal pradesh,"2,96,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Himalayan Group of Professional Institutions, Sirmaur",,,Himachal pradesh,India,,,,,,84200,90200,8.2,8.4,8.4,8.4,7.6,8.2,8.0,,"Himalayan Group of Professional Institutions, Sirmaur ",Himachal pradesh,"84,200","90,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Manav Bharti University,,,Himachal pradesh,India,,,,,,90000,,6.2,5.3,6.7,7.0,4.7,6.3,7.0,,Manav Bharti University ,Himachal pradesh,"90,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Chitkara University, Solan",,,Himachal pradesh,India,,,,,,160000,120000,8.2,8.2,8.2,8.4,7.5,8.8,8.3,,"Chitkara University, Solan ",Himachal pradesh,"1,60,000","1,20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Bells Institute of Management & Technology, Shimla",,,Himachal pradesh,India,,,,,,74700,96200,6.8,8.0,6.0,8.0,8.0,4.0,7.0,,"Bells Institute of Management & Technology, Shimla ",Himachal pradesh,"74,700","96,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Shiva Group of Institutions, Bilaspur",,,Himachal pradesh,India,,,,,,72200,41600,5.0,5.5,6.0,4.0,4.0,3.5,7.0,,"Shiva Group of Institutions, Bilaspur ",Himachal pradesh,"72,200","41,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Mahatma Gandhi Government Engineering College,,,Himachal pradesh,India,,,,,,120000,,5.8,6.7,6.7,5.7,5.7,4.0,6.0,,Mahatma Gandhi Government Engineering College ,Himachal pradesh,"1,20,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Shri Mata Vaishno Devi University,,,Jammu,India,,,,,,169750,103750,7.6,7.5,7.0,8.3,7.9,6.7,8.3,,Shri Mata Vaishno Devi University ,Jammu,"1,69,750","1,03,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technology,,,Jammu,India,,,,,,530000,160000,6.8,7.1,7.1,6.8,6.3,6.6,6.9,,National Institute of Technology ,Jammu,"5,30,000","1,60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Jammu,India,,,,,,100266,70500,8.3,8.9,8.0,7.8,8.8,7.6,8.6,,Indian Institute of Technology ,Jammu,"1,00,266","70,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government College of Engineering and Technology,,,Jammu,India,,,,,,35830,61200,5.7,6.5,6.3,6.2,5.3,4.6,5.1,,Government College of Engineering and Technology ,Jammu,"35,830","61,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Islamic University of Science and Technology,,,Jammu,India,,,,,,66200,2840,7.4,8.4,8.2,8.0,6.9,5.5,7.2,,Islamic University of Science and Technology ,Jammu,"66,200","2,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
SSM College of Engineering and Technology,,,Jammu,India,,,,,,,,6.9,7.4,7.3,7.6,6.7,4.9,7.4,,SSM College of Engineering and Technology ,Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Yogananda College of Engineering & Technology -[YCET],,,Jammu,India,,,,,,180000,,5.7,6.6,6.3,6.1,5.2,4.0,6.0,,"Yogananda College of Engineering & Technology -[YCET], ",Jammu,"1,80,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"MBS College of Engineering and Technology, Jammu",,,Jammu,India,,,,,,49000,,5.7,7.3,6.5,7.0,5.0,3.8,4.4,,"MBS College of Engineering and Technology, Jammu ",Jammu,"49,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sher-e-Kashmir University of Agricultural Sciences and Technology,,,Jammu,India,,,,,,60000,30600,7.4,8.4,7.7,8.0,7.4,5.9,7.2,,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,"60,000","30,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Degree College for Boys, Udhampur",,,Jammu,India,,,,,,,,6.6,6.7,7.0,6.7,5.7,5.3,8.0,,"Government Degree College for Boys, Udhampur ",Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Baba Ghulam Shah Badshah University,,,Jammu,India,,,,,,249300,67500,7.2,7.9,7.4,7.1,7.6,5.9,7.1,,Baba Ghulam Shah Badshah University ,Jammu,"2,49,300","67,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Central University of Jammu, Jammu",,,Jammu,India,,,,,,11715,,8.2,8.4,8.5,8.6,7.8,7.3,8.5,,"Central University of Jammu, Jammu ",Jammu,"11,715",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Central University of Kashmir,,,Jammu,India,,,,,,55900,,7.8,8.2,8.4,7.2,7.8,7.4,7.6,,Central University of Kashmir ,Jammu,"55,900",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
University of Kashmir,,,Jammu,India,,,,,,,,6.7,7.0,7.1,7.2,6.9,5.1,6.8,,University of Kashmir ,Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Govt. Gandhi Memorial Science College, Jammu",,,Jammu,India,,,,,,,,6.7,7.3,7.9,6.8,6.1,4.2,7.6,,"Govt. Gandhi Memorial Science College, Jammu ",Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Kashmir Government Polytechnic,,,Jammu,India,,,,,,2130,2130,7.5,9.5,8.5,8.5,6.5,7.0,5.0,,Kashmir Government Polytechnic ,Jammu,"2,130","2,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Cluster University of Srinagar,,,Jammu,India,,,,,,,,8.2,8.7,8.1,8.3,8.3,7.2,8.5,,Cluster University of Srinagar ,Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bhargava College of Engineering & Technology,,,Jammu,India,,,,,,,,,,,,,,,,Bhargava College of Engineering & Technology ,Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic College -[GPC], Anantnag",,,Jammu,India,,,,,,2130,,,,,,,,,,"Government Polytechnic College -[GPC], Anantnag ",Jammu,"2,130",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Masterpro Institute of Technology, Srinagar",,,Jammu,India,,,,,,,,,,,,,,,,"Masterpro Institute of Technology, Srinagar ",Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Kite Polytechnic College, Budgam",,,Jammu,India,,,,,,,,,,,,,,,,"Kite Polytechnic College, Budgam ",Jammu,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic Kargil, Kargil",,,Jammu,India,,,,,,2130,,,,,,,,,,"Government Polytechnic Kargil, Kargil ",Jammu,"2,130",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic College, Baramulla",,,Jammu,India,,,,,,2130,2130,,,,,,,,,"Government Polytechnic College, Baramulla ",Jammu,"2,130","2,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government Polytechnic College,,,Jammu,India,,,,,,2130,2130,,,,,,,,,Government Polytechnic College ,Jammu,"2,130","2,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic For Women-[GPW], Jammu",,,Jammu,India,,,,,,2130,,,,,,,,,,"Government Polytechnic For Women-[GPW], Jammu ",Jammu,"2,130",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic College, Bandipora",,,Jammu,India,,,,,,2330,,,,,,,,,,"Government Polytechnic College, Bandipora ",Jammu,"2,330",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic, Kulgam",,,Jammu,India,,,,,,4500,,,,,,,,,,"Government Polytechnic, Kulgam ",Jammu,"4,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic College, Budgam",,,Jammu,India,,,,,,2130,,,,,,,,,,"Government Polytechnic College, Budgam ",Jammu,"2,130",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic College, Sopore",,,Jammu,India,,,,,,2130,,,,,,,,,,"Government Polytechnic College, Sopore ",Jammu,"2,130",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Panjab University,,,Chandigarh,India,,,,,,96300,27500,7.7,8.2,8.0,7.7,7.7,6.5,8.2,93,Panjab University ,Chandigarh,"96,300","27,500",11.22,17.69,10.31,8.36,19.64,20.2,125.0,3.37,27.72,12.61,13.1,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
